"text","total","positive","negative","score","label"
"the middle of nowhere prakerja kerja dipekerjakan kerja buruh mental bos",2,2,0,2,"Positif"
"dropship prakerja pemerintah lumayan kak kalo tidak salah",3,1,2,-1,"Negatif"
"kendala order training prakerja kontak cs problem solved tambah pesan motivasi moga sukses latih karir nya kak haru salut baik staff cs tokopedia",3,3,0,3,"Positif"
"sadly kelas kelas banget full pack nya cuma akses kartu prakerja",0,0,0,0,"Netral"
"kendala kait latih sertifikat kartu prakerja harus laku",0,0,0,0,"Netral"
"blt bansos prakerja bsu paketdata tidak alhamdulillah berrti anggap orang hahahah",3,2,1,1,"Positif"
"masuk terima kartu prakerja gelombang kaget coba masuk dashboard tidak hasil mereset password nik muncul alamat email bukan milik masuk curi data harus lapor",3,1,2,-1,"Negatif"
"sekolah nak kanak ayu ganteng gampang ttd mas mbak tinggal senyum doang kudu joged monyet hapal uud ruu prakerja",1,1,0,1,"Positif"
"emosi sist serti prakerja tidak dienter nubruk borderline wkwkw",1,0,1,-1,"Negatif"
"sedih banget besok zoom prakerja pagi sore ingin partisipasi coba",1,0,1,-1,"Negatif"
"webinar prakerja",0,0,0,0,"Netral"
"tidak ambil kelas comic uji kali webinar sertifikat baru terupdate prakerja langsung muncul bayar e wallet jadwal cair",2,1,1,0,"Netral"
"masuk tonton webinar latih latih harus lulus nilai minimal latih selesai baru sertifikat sertifikat baru terupdate dashboard prakerja",1,1,0,1,"Positif"
"jangan harap tanggal cair transfer prakerja e wallet realitanya kirim kerja tanggal cair inti sabar",6,5,1,4,"Positif"
"contoh kartu prakerja nya calo oknum milik akun raup subsidi hasil ngutang sasar kontrol situ waras",3,2,1,1,"Positif"
"lama hidup kolam cok follow instagram prakerja simak biar tidak lihat bloon",4,0,4,-4,"Negatif"
"daftar prakerja kakak nik kalimat tidak valid",1,0,1,-1,"Negatif"
"situ prakerja",0,0,0,0,"Netral"
"kartu prakerja tidak",1,0,1,-1,"Negatif"
"oalah sih prakerja",0,0,0,0,"Netral"
"coba daftarin prakerja deh",0,0,0,0,"Netral"
"rakyat sudah cekok blt buruh sudah pakai blt kemenaker gurih pencaker kasi blt prakerja a umkm aduh diam jokowi orang baik duit gurih",5,4,1,3,"Positif"
"prakerja ish sono program ora",0,0,0,0,"Netral"
"usaha usaha tambang batubara milik jabat negara rakyat indonesia milik basic usaha latih usaha tidak bilang latih kartu prakerja kartu sudah akses rakyat",1,0,1,-1,"Negatif"
"pengin ngerasaain prakerja blt selamat",1,1,0,1,"Positif"
"eno bening prakerja",0,0,0,0,"Netral"
"pamer atm skandal video artis taman komodo kumpul pilkada vaksin tidak kasus prakerja bunuh anak kecil aceh demo omnibuslaw ricuh kasus maybank",7,0,7,-7,"Negatif"
"kerja kelompok prakerja yuk",1,1,0,1,"Positif"
"rip prakerja",0,0,0,0,"Netral"
"ih orang orang duit kartu prakerja bantu blt gaji umr duit pakai tidak harap sih harap pemerintahan ew",2,0,2,-2,"Negatif"
"ass maf min perihal bsu program prakerja pemahaman program prakerja program jokowi bsu dampak pandemi kementrian ketenagakerjaan ida fauziah tidak atak program prakerja tidak bsu mohon penjelasnnya",3,0,3,-3,"Negatif"
"ass min perihal bsu program prakerja pemahaman program prakerja program jokowi bsu dampak pandemi kementrian ketenagakerjaan ida fauziah tidak atak program prakerja tidak bsu mohon penjelasnnya",3,0,3,-3,"Negatif"
"maaf maaf nih bang posisi rancam oshinya teman mending prakerja bil biar duit beli vc oshi",2,2,0,2,"Positif"
"daftar prakerja",0,0,0,0,"Netral"
"prakerja tuh",0,0,0,0,"Netral"
"kalo sudah baca kalo sudah hasil sesal pas kartu prakerja hasil",0,0,0,0,"Netral"
"gaterasa sudah habis jatah prakerja",2,1,1,0,"Netral"
"prakerja sudah koh",0,0,0,0,"Netral"
"kartu prakerja sudah storynya",0,0,0,0,"Netral"
"terima bantu subsidi upah bsu lolos gaji prakerja tidak cair dana bsu tanda tang bermaterai",7,5,2,3,"Positif"
"selamat sore min konfirmasi kendala sertifikat belum muncul dashboard prakerja sudah isi rating ulas tokopedia mohon bantu nya terima kasih",4,3,1,2,"Positif"
"harta tahta prakerja terima kasih",3,3,0,3,"Positif"
"min otp tidak masuk sih cek insentif prakerja",2,1,1,0,"Netral"
"terima bantu bsu kemdikbud simak syarat bawah wn indonesia status bukan gawai neger sipil pns tidak terima subsidi upah kemenaker oktober tidak terima kartu prakerja tanggal okt",6,4,2,2,"Positif"
"pikir lebih efisien prakerja okeoce",2,2,0,2,"Positif"
"twitter distribusi fiturnya gelombang jar tidak kalah program kartu prakerja",2,0,2,-2,"Negatif"
"tunggu prakerja gelombang lama",1,0,1,-1,"Negatif"
"halaman prakerja putih blank",0,0,0,0,"Netral"
"ah ngentot banget salah kirim omong duit prakerja grup angkat muka muka terima bansos nih",5,3,2,1,"Positif"
"dashboard prakerja sih tidak buka intensif",1,0,1,-1,"Negatif"
"cek coba sudah belum prakerja tidak",2,0,2,-2,"Negatif"
"untung duit prakerja beli paket latih",1,1,0,1,"Positif"
"ambil latih prakerja materi barista tidak",1,0,1,-1,"Negatif"
"asa daftar prakerja",0,0,0,0,"Netral"
"kartu prakerja booming sudah belum",1,0,1,-1,"Negatif"
"bukan prakerja bsu buruh",0,0,0,0,"Netral"
"tumben prakerja cair nya cepat kalo suai jadwal sih mesti besok sudah cair hihihi",3,3,0,3,"Positif"
"telegram sih tidak pakai wkwkkw cuma prakerja doang",1,0,1,-1,"Negatif"
"prakerja hura hura",0,0,0,0,"Netral"
"syarat bantu subsidi kemendikbud warga negara indonesia wni status bukan pns tidak terima bsu kemenaker oktober tidak terima kartu prakerja oktober berpenghasilan bawah presiden pro rakyat",6,4,2,2,"Positif"
"halo min sisa saldo latih prakerja cair tarik tunai",2,2,0,2,"Positif"
"dongs lolos prakerja sisa saldo latih prakerja cair tarik tunai tidak sih",4,3,1,2,"Positif"
"loh duit prakerja wing wes ntek teh",0,0,0,0,"Netral"
"kian bantu pemrintah cuma doang prakerja umkm blt gagal deh naik haji bilang tidak adil takut kena tulah",7,2,5,-3,"Negatif"
"kaya masuk kantor bukan prakerja subsidi kerja bsu prakerja bsu beda program pemerintah",3,3,0,3,"Positif"
"gembira cuma prakerja via login daftar bansos rencana download aplikasi tribunnews update berita baru android lewat",2,2,0,2,"Positif"
"kalo tidak lolos sila coba gelombang bukan a tuh prakerja",3,1,2,-1,"Negatif"
"sekprov kaltara h suriansyah apresiasi hadir direktur eksekutif manajemen laksana program kartu prakerja atensi khusus pemerintah hadap dunia kerja pandemi",5,3,2,1,"Positif"
"kopi shop antri deh antri kartu prakerja",2,0,2,-2,"Negatif"
"prakerja",0,0,0,0,"Netral"
"sih najwa mah tjebonk lihat kalo sudah regim sudut cut maklum sandera urus kakak kartu prakerja",1,0,1,-1,"Negatif"
"survey prakerja sudah selesai bantu",0,0,0,0,"Netral"
"hai kak maaf kendala kak kakak sudah isi ulas akun tokopedia lebih sudah isi ulas mohon kirim screenshot ulas bantu ecek langkah sila kunjung link thanks",2,2,0,2,"Positif"
"h kak terima kasih hubung tim tokopedia care guntur kait belum terima sertifikat mohon info nomor invoice transaksi lampir bukti bayar hasil akun prakerja kakak milik tunggu info",4,3,1,2,"Positif"
"hai kak mohon maaf sudah bikin tidak nyaman kait kendala boleh info nomor invoice ivr riwayat transaksi kakak kakak lampir screenshot riwayat prakerja guntur bantu ecek terima kasih",6,4,2,2,"Positif"
"h kak cek nomor invoice kakak berik tidak lacak sistem mohon lampir bukti bayar hasil akun prakerja kakak milik tunggu info",1,0,1,-1,"Negatif"
"h kak mohon tunggu maksimal kali jam kerja sertifikat belum muncul sila hubung contact center prakerja email info go id call center jam operasional call center senin minggu pukul wib terima kasih",5,4,1,3,"Positif"
"hai kak maaf banget kendala kait kendala kakak boleh lampir screenshoot riwayat transaksi akun prakerjanya kakak masuk akun prakerja insentif riwayat transaksi julia cek lebih lanjut julia tunggu lampir thanks",3,3,0,3,"Positif"
"h kak adek zanani terima kasih hubung tim tokopedia care guntur kait belum terima sertifikat mohon info nomor invoice transaksi lampir bukti bayar hasil akun prakerja kakak milik tunggu info",4,3,1,2,"Positif"
"hai kakak aditya terima kasih respon positif tokopedia kakak alami kendala putar beli prakerja boleh informasi pesan bantu bantu kendala kakak moga kakak senang kak thanks",4,4,0,4,"Positif"
"hai kakak kait kendala kakak latih kakak proses verifikasi pmo prakerja proses verifikasi manual mohon sedia tunggu lebih suai estimasi info terima kasih",3,3,0,3,"Positif"
"indonesia tanah air ku lihat kondisi generasi mu ber kasur cerita ratap hidup neger palsu belum anggur pandemik covid",4,0,4,-4,"Negatif"
"harus lewat jalur kartu prakerja daftar training insentif yf blt ribu pikir sudah adil sih bltnya sudah kerja lewat bpjs ketenagakerjaan belum kerja lewat prakerja",6,4,2,2,"Positif"
"prakerja",0,0,0,0,"Netral"
"prakerja lama kak sye kitar",1,0,1,-1,"Negatif"
"login kartu prakerja gelombang resmi langkah mudah",1,1,0,1,"Positif"
"belum corona ancam hidup isi handphone whatshap instagrm riliv sidoni corona ancam whatshap instgram iflix telegram twiter viu sidoni michat tkopedia shopie prakerja jobstret infoloker ovo riliv stories halodok",3,0,3,-3,"Negatif"
"sih tambur daftar prakerja blt",0,0,0,0,"Netral"
"lulus prakerja sudah jalan kemendikbut baru honorer gadapet sudah daftar prakerja sumpah kesel banget",1,1,0,1,"Positif"
"tidak phk karyawan hotel tutup ota ambruk kartu prakerja tidak kalah protokol sehat",5,1,4,-3,"Negatif"
"duit kartu prakerja belagu xixixi",0,0,0,0,"Netral"
"terkahir hidup mas iwan ubah program prakerja pemerintah benar tidak hidup produktif udut ngopi",3,2,1,1,"Positif"
"baik kak mohon maaf bikin tidak nyaman perihal kendala kakak sertifikat belum muncul dashboard prakerja belum sudah bella sampa sudah selesa latih prakerja tidak",8,3,5,-2,"Negatif"
"bahagia mudah sisa prakerja masuk gaji masuk aaaah mantap",3,3,0,3,"Positif"
"antri kartu prakerja kak",1,0,1,-1,"Negatif"
"uang rakyat prakerja senggol pajak dikit ambek adri",0,0,0,0,"Netral"
"kartu prakerja intensif warna putih kosong lewat",1,0,1,-1,"Negatif"
"model arditho prakerja",0,0,0,0,"Netral"
"bangsat obrol tukang siang tuh duet prakerja e cair langsung nak on e anjing tuh",3,1,2,-1,"Negatif"
"min selalu gagal isi data tokopedia care transaksi sudah lebih transaksi september kena prakerja selalu tidak",3,1,2,-1,"Negatif"
"prakerja ruth",0,0,0,0,"Netral"
"ubah nder bukan bantu ta bantu prakerja",0,0,0,0,"Netral"
"ih sih biar lolos prakerja",2,1,1,0,"Netral"
"sudah prakerja bsu sekal belum bantu tidak data bsu program nya evaluasi",2,0,2,-2,"Negatif"
"sistem gacha hoki umur hidup pakai lolos prakerja",1,1,0,1,"Positif"
"insentif prakerja tahap cair lumayan beli popok",3,3,0,3,"Positif"
"benar lolos prakerja kualifikasi sih bingung tida lolos",4,3,1,2,"Positif"
"ijin belum sentuh bantu tunai program kartu prakerja bentur kerja minim usaha umkm kecil butuh modal",3,1,2,-1,"Negatif"
"deh prakerja bu arti tolol tidak",2,0,2,-2,"Negatif"
"sek daftar kartu prakerja terima tidak umsfess",2,1,1,0,"Netral"
"overload gopay urus prakerja",0,0,0,0,"Netral"
"thak ira koyo terima kartu prakerja",1,1,0,1,"Positif"
"admin hormat selesa latih lebih minggu status prakerja nyata aktif mohon cerah bukan hak lapor prakerja",4,4,0,4,"Positif"
"menteri insentif kartu prakerja belum cair kartu prakerja",3,2,1,1,"Positif"
"isi survei kartu prakerja insentif cair",2,2,0,2,"Positif"
"tuju prakerja bangun neger",1,1,0,1,"Positif"
"alhamdulillah duduk transfer prakerja sisa nih habis tidak tau harus gimanaaa tidak masuk sekal",6,3,3,0,"Netral"
"yoi kartu mahasakti prakerja",1,1,0,1,"Positif"
"prakerja tidak kak",1,0,1,-1,"Negatif"
"minggu rumah pengin belu pas lupa terima blt prakerja",3,2,1,1,"Positif"
"tidak prakerja apply apply cv sudah cari duit bro",1,0,1,-1,"Negatif"
"tidak terima prakerja kali",2,1,1,0,"Netral"
"dengar cerita rasullulah selalu makan orang yahudi buta disuapin makan sibuta caci maki rasulullah persis caci maki pemerintah gaji pemerintah rebut dana prakerja blt dana corona",4,0,4,-4,"Negatif"
"alhamdulillah uang prakerja sudah cair",2,2,0,2,"Positif"
"min prakerja sudah hasil transfer gopay nomor daftar gopay sudah mati hilang nya tidak login solusi tidak biar masuk akun gopay prakerja nya terima kasih min",6,3,3,0,"Netral"
"akun blacklist anjim banget",1,0,1,-1,"Negatif"
"titik sukses kartu prakerja",1,1,0,1,"Positif"
"cinta prakerja",1,1,0,1,"Positif"
"prakerja sasar",0,0,0,0,"Netral"
"bantu covid prakerja banpres umkm subsidi listrik subsidi bpjs kemenker bsu kemendikbud guru kip buka cpns sudah kali susul sarana prasarana bangun terimakasih",5,4,1,3,"Positif"
"min saran tidak lebih baik lewat ops sekolah via sms prakerja kalo harus cek web info gtk sistem down verval ijazah edit data tidak",5,3,2,1,"Positif"
"tanggal cair dana prakerja",1,1,0,1,"Positif"
"halo admin sertifikat belum muncul dashboard prakerja sudah hubung prakerja skill academy bilang harus hubung tokopedia sudah isi ulas rating tokopedia",1,0,1,-1,"Negatif"
"teman aktif kerja dana latih kartu prakerja gratis kuota kak kurang",3,2,1,1,"Positif"
"prakerja rbu",0,0,0,0,"Netral"
"selamat siang sudah selesa latih prakerja sudah terima sertifikat lembaga latih beli sudah ulas rating tokopedia lembaga latih belum terima insentif prakerja",5,4,1,3,"Positif"
"protes yuk tau entar diskon prakerja",1,0,1,-1,"Negatif"
"atur sederhana pemerataan orang manfaat bansos tidak tumpang tindih bantu kemenaker semi bansos prakerja",6,4,2,2,"Positif"
"tidak tumpang tindih bansos laku bansos bpjs bansos prakerja nadiem",4,3,1,2,"Positif"
"tidak terima bsu menteri ketenagakerjaan oktober tidak terima kartu prakerja oktober",4,2,2,0,"Netral"
"min kode voucher prakerja tidak",1,0,1,-1,"Negatif"
"belum kerja daftar kartu prakerja jimly",2,1,1,0,"Netral"
"masuk definisi hasil nya kak bantu blt bpjs prakerja masuk hasil",0,0,0,0,"Netral"
"cuma ngandelin prakerja doang",0,0,0,0,"Netral"
"tidak kerja tidak hasil daftar kartu prakerja alhamdulillah syukur tidak tambah utang negara",7,3,4,-1,"Negatif"
"lihat bagus kerja kartu prakerja bpjs cair baca",3,3,0,3,"Positif"
"boro boro daftar prakerja mah atuh gagal deui alumni gelombang",2,0,2,-2,"Negatif"
"ayah prakerja ku gagal",1,0,1,-1,"Negatif"
"kalo alih karier padan tidak yuk obrol bareng alih karir rama paw hengki direktur operasi prakerja malam live youtube klik join",2,0,2,-2,"Negatif"
"sudah lulus bunda tidak kuliah program kartu prakerja",2,1,1,0,"Netral"
"cuma asih tau lolos prakerja kali coba dana sudah transfer tidak pamer tidak jujur sudah coba kali sudah tidak gagal tuh muak lihat tidak bawa asa cuma wes loh",10,3,7,-4,"Negatif"
"daftar prakerja sudah tutup",0,0,0,0,"Netral"
"sudah coba daftar prakerja belum",1,0,1,-1,"Negatif"
"sorry bukan maksud julid cuma sayang uang prakerja bukan pakai butuh usaha urgent foya foya shopee",4,1,3,-2,"Negatif"
"sempro prakerja",0,0,0,0,"Netral"
"kemendikbud resmi luncur program blt upa subsidi upah nilai guru honorer syarat harus penuh sushimitra salah tidak terima bantu subsidi upah gaji menteri tenaga ketenagakerjaan kartu prakerja",7,4,3,1,"Positif"
"omong blt prakerja weh sedih tidak",2,0,2,-2,"Negatif"
"kesan modal nagih tidak rasional not smart move aroma janggal kartu prakerja beli projek gojek pakai uang bumn nenek",5,1,4,-3,"Negatif"
"setan nongkrong daftar prakerja ajar bidang kuliner",1,0,1,-1,"Negatif"
"aduh takut lho prof mpud uu prakerja malaikat setan masuk pemerintahan indonesia",3,1,2,-1,"Negatif"
"enak banget tang prakerja tulis e sudah transfer",2,2,0,2,"Positif"
"prakerja tidak sertifikat bantu",1,0,1,-1,"Negatif"
"min kait prakerja sudah selesai latih sudah berik nilai sertifikanya tidak muncul prakerja",1,0,1,-1,"Negatif"
"sertifikat belum muncul dashboard prakerja",1,0,1,-1,"Negatif"
"bang lowong buzzer tidak kartu prakerja dapetnya tidak bacot doang jalan ln kerjaanya",4,0,4,-4,"Negatif"
"gaya banget sosmed duit prakerja",0,0,0,0,"Netral"
"kemendikbud cair dana blt guru honorer juni syarat hasil bawah tidak terima bsu kemnaker tidak terima kartu prakerja oktober",5,3,2,1,"Positif"
"sisa saldo sayang saldo tidak pakai cuss deh beli latih skill academy video nya akses tanpa batas bonus data internet loh more info damping",4,2,2,0,"Netral"
"jangan tv baru sekal daftar prakerja langsung lolos",1,1,0,1,"Positif"
"haloo kak ingin upgrade gopay surat terang ktp tidak tolong daftar prakerja surat terang lolos ingin sambung gopay",4,3,1,2,"Positif"
"basi pabrik pesan kalo uangx sih eh sudah nikmat blt kartu prakerja belum bantu pemerintah lho",3,1,2,-1,"Negatif"
"kerja prakerja kerja",2,2,0,2,"Positif"
"sudah lolos bang kartu prakerja nya belum kalo belum tai anjing prakerja kali tidak lolos tolol sudah bang kalo tidak lolos prakerja main togel jangan sok asih tau orang burung hahahahaha",14,3,11,-8,"Negatif"
"cewek mah enak insentif akun prakerja habis bikin akun onlyfans",4,3,1,2,"Positif"
"kowe melu prakerja ora entot",1,0,1,-1,"Negatif"
"pakai rekening diprakerja pakai bni ambil kartu debit bank tolak alamat akun prakerja rekening putus status insentif prakerja hasil insentif hangus",3,2,1,1,"Positif"
"prakerja tidak kak",1,0,1,-1,"Negatif"
"prakerja kali bun",0,0,0,0,"Netral"
"lho prakerja",0,0,0,0,"Netral"
"prakerja gelombang",0,0,0,0,"Netral"
"pengin prakerja belum cukup umur huhuhu",3,1,2,-1,"Negatif"
"duit prakerja asa nemu duit turun langit",1,0,1,-1,"Negatif"
"pasang muka seram swmua pemerintah tidak benar coba pas prakerja umkm blt pasang muka melas rela antri urus syarat",6,2,4,-2,"Negatif"
"jelek kartu prakerja",1,0,1,-1,"Negatif"
"ganti nomor hp kartu prakerja",0,0,0,0,"Netral"
"alhamdulillah prakerja ku cair ditungguin",2,2,0,2,"Positif"
"tidak latih prakerja",1,0,1,-1,"Negatif"
"status dasboard prakerja aktif sudah selesai sertifikat latih",0,0,0,0,"Netral"
"benar ngejar skillnya tidak lolos daftar prakerja nangis",5,2,3,-1,"Negatif"
"terima kasih prakerja love you",3,3,0,3,"Positif"
"cuma gara seteru lonte masyarakat hilang fokus pulau komodo papua kerok korea uu prakerja masalah lebih serius cuma sok tau an bahas ngeramein gapenting",5,1,4,-3,"Negatif"
"daftar kartu prakerja",0,0,0,0,"Netral"
"yuk sisa saldo prakerja gratis kuota beli kelas latih min kak fecfarpk kode aktifasi benefit",1,1,0,1,"Positif"
"kartu sakti kartu tani kartu indonesia pintar kartu sembako kartu prakerja kartu sak karepmu",1,1,0,1,"Positif"
"selamat sore tokopedia ingin sertifikat belum muncul dashboard prakerja",2,1,1,0,"Netral"
"sudah lewat daftar kayass belum prakerja hehe",1,0,1,-1,"Negatif"
"selamat sore ibuk selalu gagal prakerja gelombang gelombang bsu kantor kerja tidak mohon hati masalah",6,3,3,0,"Netral"
"program pemerintah semacem training prakerja usia fresh graduate data sudah kerja tidak",3,2,1,1,"Positif"
"bagus banget nih sih gendut nomor xl nya ilangin insentif prakerja xsurvey",3,2,1,1,"Positif"
"prakerja kelas chef juna deh biar pintar masak",1,1,0,1,"Positif"
"daftar belum buka gelombang sih syarat ktp nomor",1,0,1,-1,"Negatif"
"prakerja tinggal tunggu ribu doang tidak saldo duh",1,0,1,-1,"Negatif"
"grup wa kadang sudah prakerja bpjs eh pas ndaftarin bantu bupati lolos",1,1,0,1,"Positif"
"bener banget sudah prakerja usaha biar bpjs pokok dicobain tau rejeki",1,1,0,1,"Positif"
"tidak tau kak sudah lolos prakerja nyata kerja bpjs kak",3,2,1,1,"Positif"
"prakerja gelombang buka bocor lewat",1,0,1,-1,"Negatif"
"prakerja gelombang buka bocor",1,0,1,-1,"Negatif"
"prakerja",0,0,0,0,"Netral"
"model kalo kasih subsidi prakerja ngelonte",2,1,1,0,"Netral"
"dear tidak prakerja subisidi gaji loh teman kantor ruwet ruwet colek presiden paporit ah",3,0,3,-3,"Negatif"
"bansos blt umkm banpres produktif blt subsidi gaji kartu prakerja blt ribu kakak non pkh program keluarga harap kartu sembako bst kemensos r bansos beras",4,4,0,4,"Positif"
"kerja tunggu blt cair nganggur tunggu prakerja cair mahasiswa tingkat banget tidak kerja tidak prakerja mampus mending mampusss",7,5,2,3,"Positif"
"tidak coba daftar prakerja gelombang tidak lolos kak yas sudah",4,1,3,-2,"Negatif"
"teman ku blt prakerja",0,0,0,0,"Netral"
"kalo jatuh tidak tidak kak sudah prakerja ketenagaakerjaan",3,0,3,-3,"Negatif"
"daftar prakerja gelombang tidak lolos lolos tidak tau gilir teman kasih info langsung lolos",6,3,3,0,"Netral"
"daftar prakerja gelombang tidak lolos",3,1,2,-1,"Negatif"
"mnyumbang tumbuh ekonomi gerak blt bpjs prakerja orang uang langsung belanja kurang butuh sokong berita positif vaksin covid tanpa putar ekonomi indonesia resesi",5,1,4,-3,"Negatif"
"latih prakerja kitu bah",0,0,0,0,"Netral"
"sisa saldo prakerja yuk beli latih skill academy gratis langgan ruangguru kuota up gb chat",1,1,0,1,"Positif"
"mohon bantu sudah verifikasi akun data suai",0,0,0,0,"Netral"
"sudah muncul dashboard prakerja belum",1,0,1,-1,"Negatif"
"dasar anggur cuma provokator adu domba mending daftar prakerja kerja halal",5,2,3,-1,"Negatif"
"kartu prakerja biak numfor bp mentri kucur honorer dirumakan tidak bp maaf belum bp",3,1,2,-1,"Negatif"
"tidak tonton berita sih sudah tau vidio lama hati hati hati hati hati hati provokasi lucu sih lihat vidio sudah lama baru share provokasi mantap deh cuma tawa baru upload baru beli kuota pakai saldo prakerja",19,13,6,7,"Positif"
"setan sudah putus asa mas daftar kartu prakerja seko gelombang ganti gelombang enggak lolos lolos samping kurir santet",7,2,5,-3,"Negatif"
"orang deh subsidi gaji prakerja",1,1,0,1,"Positif"
"min sertifikat dashboard prakerja belum muncul sudah isi ulas sertifikat skill academy tanggal mohon bantu nya",1,0,1,-1,"Negatif"
"tidak terima hutang kecuali milik akun prakerja",3,1,2,-1,"Negatif"
"belum gojek asih bantu voucher belanja alfamart mitra drivernya belum pemerintah asih bantu prakerja umkm bpjs pemerintah kesan telat mulu",2,0,2,-2,"Negatif"
"prakerja gih bahu",0,0,0,0,"Netral"
"blt guru honorer kemendikbud cair terima prakerja cek terima",3,3,0,3,"Positif"
"kalo contoh buruh skill rendah sih kurir ayan dealing kerja tipe harus tidak disamain lulus sih email rekening bank tidak program training prakerja harus sasar golong",6,3,3,0,"Netral"
"dhemit te opo urung ndue kartu prakerja bayarane kurang opo pie",1,0,1,-1,"Negatif"
"enak banget sih ku tidak daftar prakerja tidak lolos",5,2,3,-1,"Negatif"
"halo kenal a pallawarukka salah menang cerita kartu prakerja kali tokopedia care gift card belum kirim alamat email teman sudah sore tunggu konfirmasi terimakasih",4,2,2,0,"Netral"
"halo kak kenal a pallawarukka salah menang cerita kartu prakerja tokopedia care hadiah gift card belum kirim alamat email rekan menang sudah mohon bantu terimakasih",6,4,2,2,"Positif"
"hawong wis daftar kartu prakerja iseh arep bansos naker tiwas umek lapor durung transfer eee gussss gus",2,2,0,2,"Positif"
"prakerja anjir gel",0,0,0,0,"Netral"
"min sudah selesa latih nov sertifikat belum muncul dashboard prakerja mohon bantu",1,0,1,-1,"Negatif"
"terimakasih prakerja transfer banget",2,2,0,2,"Positif"
"jenis bansos blt umkm banpres produktif blt subsidi gaji kartu prakerja blt ribu kakak non pkh program keluarga harap kartu sembako bst kemensos r bansos beras",4,4,0,4,"Positif"
"drop info kartu prakerja here",0,0,0,0,"Netral"
"suruh daftar prakerja nder",0,0,0,0,"Netral"
"tolong gopay tidak lambat cair insentif prakerja untung tanggal belum cair",7,4,3,1,"Positif"
"gopay tolong tidak meperlambat insentef prakerja tanggal",1,0,1,-1,"Negatif"
"lewat belanja umkm program kartu prakerja tanggal november capai realisasi triliun jangkau",1,1,0,1,"Positif"
"percaya mbak bni daerah nganter teman urus prakerja bolak kali zonk diksh tau satpam kalo maksimal orang antri sudah shubuh",2,0,2,-2,"Negatif"
"harta tahta prakerja",1,1,0,1,"Positif"
"tau akun palsu banget bukan cuman twitter ig benar tidak celah nipu cair dana prakerja kena tipu akun bodong orang tipu benar orang butuh banget",9,3,6,-3,"Negatif"
"prakerja nya kakak",0,0,0,0,"Netral"
"banyuwangi sih tidak prakerja",1,0,1,-1,"Negatif"
"tidak ah some people tidak edukasi kembang lihat kartu prakerja dimakanin duit doang skillnya mah bodo says a lots about our people",2,0,2,-2,"Negatif"
"urus kartu prakerja sibuk banget kaya",1,1,0,1,"Positif"
"ngerjain tugas kelas prakerja",0,0,0,0,"Netral"
"makan blt prakerja bacot itil",2,0,2,-2,"Negatif"
"event lembaga film korea wadah jiwa usaha kreativitas dosa kesal dana prakerja negara belum kerja mohon bantu",4,1,3,-2,"Negatif"
"resah tinggal negara uu prakerja sudah sahkan uu larang minum alkohol entar uu larang batas benar aelah bund",4,1,3,-2,"Negatif"
"terima kasih sudah tidak ingin harap bsu tahap i teman kantor deh cair cuman tidak daftar prakerja gelombang deh terima kerja tidak lolos",10,6,4,2,"Positif"
"benar syukur kartu prakerja",2,2,0,2,"Positif"
"prakerja gelombang tidak yaiyalah joki",1,0,1,-1,"Negatif"
"lapor admin prakerja loh",0,0,0,0,"Netral"
"daftar kartu prakerja hasil",0,0,0,0,"Netral"
"aneh aneh survey prakerja ayo tambah insentif surveynya",5,3,2,1,"Positif"
"nek janji jiwa sek tidak wan lur prakerja e gorong cair wkwkw",3,2,1,1,"Positif"
"daftar kartu prakerja capai tujuh news jawa barat",1,1,0,1,"Positif"
"fuck orang bantu jasa daftarin prakerja duitin jatah anjing orang susah sikat mending neraka deh orang",3,0,3,-3,"Negatif"
"cerita cerita teman kerja sih a bilang untung dana program prakerja tahan bilang sih suami tidak masuk tambah belum suami dana darurat selamat",5,3,2,1,"Positif"
"syarat terima bantu status warga negara indonesia wni bukan pns tidak terima subsidi upah menteri tenaga ketenagakerjaan kartu prakerja oktober milik hasil bawah",4,3,1,2,"Positif"
"halo min nih prakerja status nya belum ubah dashboard nya latih sudah lama",2,0,2,-2,"Negatif"
"harap harap cemas pengin daftar cpns rekrut gawai bumn buka ndaftar kursus prakerja ngantre",2,1,1,0,"Netral"
"gugus uu cipta kerja upa kerja kartu prakerja hasil sdm butuh butuh negara dasar pancasila uud baik sdm luar neger negari dasar anggota mpr dpr r",3,3,0,3,"Positif"
"min daftar prakerja lolos tidak lanjut prakerja bantu langsung tunai ketenagakerjaan",2,1,1,0,"Netral"
"prakerja ribu latih mah malas malas",2,0,2,-2,"Negatif"
"duduk indonesia rentang usia kerja capai",1,1,0,1,"Positif"
"nih prakerja tidak lolos lolos",4,2,2,0,"Netral"
"daftar kartu prakerja tembus",0,0,0,0,"Netral"
"bni prakerja",0,0,0,0,"Netral"
"halo min kait sertifikat dashboard prakerja belum muncul skill academy sudah lapor tokped tanggal okt mohon bantu sudah kendala tidak beli latih",2,0,2,-2,"Negatif"
"prakerja sudah cair",1,1,0,1,"Positif"
"daftar kartu prakerja capai",0,0,0,0,"Netral"
"nuenak mah lulus kartu prakerja a",1,1,0,1,"Positif"
"alhamdulillah prakerja cair",2,2,0,2,"Positif"
"akun blokir menit belum baru insentif prakerja ganti baru tidak selalu maaf belum proses",5,2,3,-1,"Negatif"
"ganti nik ktp prakerja tida",0,0,0,0,"Netral"
"prakerja ku cair",1,1,0,1,"Positif"
